,country,date,daily_vaccinations,vaccines,polynomial_regression,knn,mean
1394,United Kingdom,12/28/2020,47738.0,"Oxford/AstraZeneca, Pfizer/BioNTech",47738,47738,47738
1395,United Kingdom,12/29/2020,49053.0,"Oxford/AstraZeneca, Pfizer/BioNTech",49053,49053,49053
1396,United Kingdom,12/30/2020,50369.0,"Oxford/AstraZeneca, Pfizer/BioNTech",50369,50369,50369
1397,United Kingdom,12/31/2020,51684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",51684,51684,51684
1398,United Kingdom,1/1/2021,52999.0,"Oxford/AstraZeneca, Pfizer/BioNTech",52999,52999,52999
1399,United Kingdom,1/2/2021,54315.0,"Oxford/AstraZeneca, Pfizer/BioNTech",54315,54315,54315
1400,United Kingdom,1/3/2021,55630.0,"Oxford/AstraZeneca, Pfizer/BioNTech",55630,55630,55630
1401,United Kingdom,1/4/2021,74138.0,"Oxford/AstraZeneca, Pfizer/BioNTech",74138,74138,74138
1402,United Kingdom,1/5/2021,92647.0,"Oxford/AstraZeneca, Pfizer/BioNTech",92647,92647,92647
1403,United Kingdom,1/6/2021,111155.0,"Oxford/AstraZeneca, Pfizer/BioNTech",111155,111155,111155
1404,United Kingdom,1/7/2021,129663.0,"Oxford/AstraZeneca, Pfizer/BioNTech",129663,129663,129663
1405,United Kingdom,1/8/2021,148171.0,"Oxford/AstraZeneca, Pfizer/BioNTech",148171,148171,148171
1406,United Kingdom,1/9/2021,166680.0,"Oxford/AstraZeneca, Pfizer/BioNTech",166680,166680,166680
1407,United Kingdom,1/10/2021,185188.0,"Oxford/AstraZeneca, Pfizer/BioNTech",185188,185188,185188
1408,United Kingdom,1/11/2021,182424.0,"Oxford/AstraZeneca, Pfizer/BioNTech",182424,182424,182424
1409,United Kingdom,1/12/2021,187930.0,"Oxford/AstraZeneca, Pfizer/BioNTech",187930,187930,187930
1410,United Kingdom,1/13/2021,202716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",202716,202716,202716
1411,United Kingdom,1/14/2021,222253.0,"Oxford/AstraZeneca, Pfizer/BioNTech",222253,222253,222253
1412,United Kingdom,1/15/2021,242692.0,"Oxford/AstraZeneca, Pfizer/BioNTech",242692,242692,242692
1413,United Kingdom,1/16/2021,256292.0,"Oxford/AstraZeneca, Pfizer/BioNTech",256292,256292,256292
1414,United Kingdom,1/17/2021,262404.0,"Oxford/AstraZeneca, Pfizer/BioNTech",262404,262404,262404
1415,United Kingdom,1/18/2021,268518.0,"Oxford/AstraZeneca, Pfizer/BioNTech",268518,268518,268518
1416,United Kingdom,1/19/2021,286118.0,"Oxford/AstraZeneca, Pfizer/BioNTech",286118,286118,286118
1417,United Kingdom,1/20/2021,297294.0,"Oxford/AstraZeneca, Pfizer/BioNTech",297294,297294,297294
1418,United Kingdom,1/21/2021,310246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",310246,310246,310246
1419,United Kingdom,1/22/2021,331933.0,"Oxford/AstraZeneca, Pfizer/BioNTech",331933,331933,331933
1420,United Kingdom,1/23/2021,362307.0,"Oxford/AstraZeneca, Pfizer/BioNTech",362307,362307,362307
1421,United Kingdom,1/24/2021,361321.0,"Oxford/AstraZeneca, Pfizer/BioNTech",361321,361321,361321
1422,United States,12/20/2020,,"Moderna, Pfizer/BioNTech",107891,16958,527526
1423,United States,12/21/2020,57909.0,"Moderna, Pfizer/BioNTech",57909,57909,57909
1424,United States,12/22/2020,127432.0,"Moderna, Pfizer/BioNTech",127432,127432,127432
1425,United States,12/23/2020,150606.0,"Moderna, Pfizer/BioNTech",150606,150606,150606
1426,United States,12/24/2020,191001.0,"Moderna, Pfizer/BioNTech",191001,191001,191001
1427,United States,12/25/2020,215238.0,"Moderna, Pfizer/BioNTech",215238,215238,215238
1428,United States,12/26/2020,231396.0,"Moderna, Pfizer/BioNTech",231396,231396,231396
1429,United States,12/27/2020,211379.0,"Moderna, Pfizer/BioNTech",211379,211379,211379
1430,United States,12/28/2020,216147.0,"Moderna, Pfizer/BioNTech",216147,216147,216147
1431,United States,12/29/2020,235685.0,"Moderna, Pfizer/BioNTech",235685,235685,235685
1432,United States,12/30/2020,255223.0,"Moderna, Pfizer/BioNTech",255223,255223,255223
1433,United States,12/31/2020,278776.0,"Moderna, Pfizer/BioNTech",278776,278776,278776
1434,United States,1/1/2021,302329.0,"Moderna, Pfizer/BioNTech",302329,302329,302329
1435,United States,1/2/2021,325882.0,"Moderna, Pfizer/BioNTech",325882,325882,325882
1436,United States,1/3/2021,336949.0,"Moderna, Pfizer/BioNTech",336949,336949,336949
1437,United States,1/4/2021,348017.0,"Moderna, Pfizer/BioNTech",348017,348017,348017
1438,United States,1/5/2021,339372.0,"Moderna, Pfizer/BioNTech",339372,339372,339372
1439,United States,1/6/2021,358887.0,"Moderna, Pfizer/BioNTech",358887,358887,358887
1440,United States,1/7/2021,378253.0,"Moderna, Pfizer/BioNTech",378253,378253,378253
1441,United States,1/8/2021,419933.0,"Moderna, Pfizer/BioNTech",419933,419933,419933
1442,United States,1/9/2021,461263.0,"Moderna, Pfizer/BioNTech",461263,461263,461263
1443,United States,1/10/2021,546636.0,"Moderna, Pfizer/BioNTech",546636,546636,546636
1444,United States,1/11/2021,632009.0,"Moderna, Pfizer/BioNTech",632009,632009,632009
1445,United States,1/12/2021,641524.0,"Moderna, Pfizer/BioNTech",641524,641524,641524
1446,United States,1/13/2021,710238.0,"Moderna, Pfizer/BioNTech",710238,710238,710238
1447,United States,1/14/2021,747082.0,"Moderna, Pfizer/BioNTech",747082,747082,747082
1448,United States,1/15/2021,798707.0,"Moderna, Pfizer/BioNTech",798707,798707,798707
1449,United States,1/16/2021,811670.0,"Moderna, Pfizer/BioNTech",811670,811670,811670
1450,United States,1/17/2021,824632.0,"Moderna, Pfizer/BioNTech",824632,824632,824632
1451,United States,1/18/2021,837595.0,"Moderna, Pfizer/BioNTech",837595,837595,837595
1452,United States,1/19/2021,911493.0,"Moderna, Pfizer/BioNTech",911493,911493,911493
1453,United States,1/20/2021,892403.0,"Moderna, Pfizer/BioNTech",892403,892403,892403
1454,United States,1/21/2021,913912.0,"Moderna, Pfizer/BioNTech",913912,913912,913912
1455,United States,1/22/2021,975540.0,"Moderna, Pfizer/BioNTech",975540,975540,975540
1456,United States,1/23/2021,1057387.0,"Moderna, Pfizer/BioNTech",1057387,1057387,1057387
1457,United States,1/24/2021,1122182.0,"Moderna, Pfizer/BioNTech",1122182,1122182,1122182
1458,United States,1/25/2021,1126251.0,"Moderna, Pfizer/BioNTech",1126251,1126251,1126251
1459,Wales,12/13/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech",3883,2754,5130
1460,Wales,12/14/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1461,Wales,12/15/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1462,Wales,12/16/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1463,Wales,12/17/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1464,Wales,12/18/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1465,Wales,12/19/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1466,Wales,12/20/2020,2198.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2198,2198,2198
1467,Wales,12/21/2020,2136.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2136,2136,2136
1468,Wales,12/22/2020,2074.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2074,2074,2074
1469,Wales,12/23/2020,2012.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2012,2012,2012
1470,Wales,12/24/2020,1950.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1950,1950,1950
1471,Wales,12/25/2020,1887.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1887,1887,1887
1472,Wales,12/26/2020,1825.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1825,1825,1825
1473,Wales,12/27/2020,1763.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1763,1763,1763
1474,Wales,12/28/2020,1796.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1796,1796,1796
1475,Wales,12/29/2020,1830.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1830,1830,1830
1476,Wales,12/30/2020,1863.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1863,1863,1863
1477,Wales,12/31/2020,1896.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1896,1896,1896
1478,Wales,1/1/2021,1929.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1929,1929,1929
1479,Wales,1/2/2021,1962.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1962,1962,1962
1480,Wales,1/3/2021,1995.0,"Oxford/AstraZeneca, Pfizer/BioNTech",1995,1995,1995
1481,Wales,1/4/2021,2450.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2450,2450,2450
1482,Wales,1/5/2021,2904.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2904,2904,2904
1483,Wales,1/6/2021,3359.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3359,3359,3359
1484,Wales,1/7/2021,3814.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3814,3814,3814
1485,Wales,1/8/2021,4268.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4268,4268,4268
1486,Wales,1/9/2021,4723.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4723,4723,4723
1487,Wales,1/10/2021,5177.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5177,5177,5177
1488,Wales,1/11/2021,5183.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5183,5183,5183
1489,Wales,1/12/2021,5893.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5893,5893,5893
1490,Wales,1/13/2021,6812.0,"Oxford/AstraZeneca, Pfizer/BioNTech",6812,6812,6812
1491,Wales,1/14/2021,7988.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7988,7988,7988
1492,Wales,1/15/2021,8460.0,"Oxford/AstraZeneca, Pfizer/BioNTech",8460,8460,8460
1493,Wales,1/16/2021,8931.0,"Oxford/AstraZeneca, Pfizer/BioNTech",8931,8931,8931
1494,Wales,1/17/2021,9403.0,"Oxford/AstraZeneca, Pfizer/BioNTech",9403,9403,9403
1495,Wales,1/18/2021,10123.0,"Oxford/AstraZeneca, Pfizer/BioNTech",10123,10123,10123
1496,Wales,1/19/2021,10672.0,"Oxford/AstraZeneca, Pfizer/BioNTech",10672,10672,10672
1497,Wales,1/20/2021,11105.0,"Oxford/AstraZeneca, Pfizer/BioNTech",11105,11105,11105
1498,Wales,1/21/2021,12318.0,"Oxford/AstraZeneca, Pfizer/BioNTech",12318,12318,12318
1499,Wales,1/22/2021,15148.0,"Oxford/AstraZeneca, Pfizer/BioNTech",15148,15148,15148
1500,Wales,1/23/2021,17371.0,"Oxford/AstraZeneca, Pfizer/BioNTech",17371,17371,17371
1501,Wales,1/24/2021,17063.0,"Oxford/AstraZeneca, Pfizer/BioNTech",17063,17063,17063
